type,2016,2017,2018,2019,2020,2021,2022,harga_rata_rata,nama_rumah,tipe_rumah,Lokasi,kt,km,grs,lt,lb
Rumah,560000000,628000000,722000000,794000000,834000000,875000000,919000000,761714285.714286,Rumah Strategis Akses Mudah 4 Menit Ke Stasiun Cilebut Harga All In Kpr,siap huni,Sukaraja   ,2,1,1,66,42
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Strategis Akses Mudah 6 Menit Ke Mall   Square,siap huni,  Barat   ,2,2,1,120,90
Rumah,610000000,684000000,786000000,865000000,908000000,953000000,1001000000,829571428.571429,Rumah Strategis Akses Mudah di Villa   Indah Harga All In,siap huni,Kedung Halang   ,2,1,1,78,55
Rumah,564000000,632000000,727000000,800000000,840000000,881000000,926000000,767142857.142857,Rumah Strategis Akses Mudah Ke Stasiun Cilebut Harga All In Kpr,siap huni,Tanah Sareal   ,2,1,1,60,45
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Strategis Akses Mudah Ke Terminal Ciparigi Harga All In Kpr,siap huni,Ciparigi   ,2,1,1,78,54
Rumah,890000000,997000000,1147000000,1261000000,1324000000,1391000000,1460000000,1210000000,Rumah Strategis Akses Mudah Ke Tol di Cibubur Country Harga All In Kpr,siap huni,Gunung Putri   ,2,1,1,90,90
Rumah,530000000,594000000,683000000,751000000,789000000,828000000,870000000,720714285.714286,Rumah Strategis Bebas Banjir Dekat Ciputat Harga All In Bisa Kpr,siap huni,Gunung Sindur   ,2,1,1,70,36
Rumah,1560000000,1748000000,2010000000,2211000000,2321000000,2437000000,2559000000,2120857142.85714,Rumah Strategis Bebas Banjir di Andalus Residence Harga All In,siap huni,Ciampea   ,2,1,1,217,45
Rumah,865000000,969000000,1115000000,1226000000,1287000000,1352000000,1419000000,1176142857.14286,Rumah Strategis Bebas Banjir di Bukit Dago Dekat Mall,siap huni,Gunung Sindur   ,2,1,1,78,42
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Strategis Bebas Banjir di Legenda Wisata Cibubur Harga All In Kpr,siap huni,Gunung Putri   ,3,3,1,129,115
Rumah,1220000000,1367000000,1572000000,1729000000,1815000000,1906000000,2001000000,1658571428.57143,Rumah Strategis Bebas Banjir Di Sentul Bisa Kpr Harga All In Nego,siap huni,Babakan Madang   ,3,2,0,90,110
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Strategis Bebas Banjir Harga All In di Cluster Ontario,siap huni,Cileungsi   ,2,1,1,105,70
Rumah,1050000000,1176000000,1353000000,1488000000,1563000000,1641000000,1723000000,1427714285.71429,Rumah Strategis Dekat   Kota Harga Terbaik Siap Huni,siap huni,  Selatan   ,5,3,1,108,135
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Strategis Dekat Akses Tol Harga Nego Siap Kpr,siap huni,Cileungsi   ,3,2,1,69,105
Rumah,1030000000,1154000000,1327000000,1460000000,1533000000,1609000000,1690000000,1400428571.42857,Rumah Strategis Dekat Ciawi Harga All In Kpr Di Rancamaya Golf Estate,siap huni,Ciawi   ,2,1,0,105,52
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Strategis Dekat Cibubur di Metland Cileungsi Siap Kpr Harga All In,siap huni,Cileungsi   ,2,1,1,84,38
Rumah,1440000000,1613000000,1855000000,2041000000,2143000000,2250000000,2362000000,1957714285.71429,Rumah Strategis Dekat Dramaga di   Raya Permai Siap Kpr Harga All In,siap huni,Curug   ,4,3,1,126,180
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Strategis Dekat Gerbang Tol   Siap Kpr Harga All In,siap huni,Sukaraja   ,3,3,1,144,102
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Strategis Dekat Mall Cileungsi di Harvest City Harga All In Kpr,siap huni,Cileungsi   ,2,1,1,112,52
Rumah,1020000000,1143000000,1314000000,1446000000,1518000000,1594000000,1673000000,1386857142.85714,Rumah Strategis Dekat Mall di Permata Cibubur Harga All In Kpr,siap huni,Cileungsi   ,2,1,1,195,75
Rumah,2070000000,2319000000,2667000000,2933000000,3080000000,3234000000,3396000000,2814142857.14286,Rumah Strategis Dekat Puskesmas di Bukit Golf Riverside Harga Nego Kpr,siap huni,Gunung Putri   ,3,3,0,165,160
Rumah,5400000000,6048000000,6956000000,7651000000,8034000000,8435000000,8857000000,7340142857.14286,Rumah Strategis Dekat Sentul di   Lake Side Harga All In Kpr,siap huni,Sukaraja   ,4,3,1,300,275
Rumah,610000000,684000000,786000000,865000000,908000000,953000000,1001000000,829571428.571429,Rumah Strategis Dekat Stasiun Bojong Gede Harga All In Kpr,siap huni,Cibinong   ,2,1,1,72,41
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Strategis Dekat Tol 2 Lantai Siap Huni di Sentul  ,siap huni,Sukaraja   ,3,3,1,144,102
Rumah,620000000,695000000,799000000,879000000,923000000,969000000,1017000000,843142857.142857,Rumah Strategis di Bukit Dago Dekat Mall Paradise Walk Serpong,siap huni,Gunung Sindur   ,2,1,1,112,45
Rumah,890000000,997000000,1147000000,1261000000,1324000000,1391000000,1460000000,1210000000,Rumah Strategis di Cibubur Country Dekat Puskesmas Gunung Putri Harga All In Kpr,siap huni,Gunung Putri   ,2,1,1,90,90
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Strategis di Cibubur Legenda Wisata Cluster Cleopatra Harga All In Nego,siap huni,Wanaherang   ,3,3,2,144,102
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Strategis di Cluster Ontario Kota Wisata Harga All In,siap huni,Cileungsi   ,2,1,1,105,70
Rumah,1080000000,1210000000,1392000000,1531000000,1607000000,1687000000,1772000000,1468428571.42857,Rumah Strategis di Depok Dekat Stasiun Cibinong Harga All In,siap huni,Cibinong   ,2,1,1,133,40
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Rumah Strategis Di Felicity Madani Dekat Bojongsari Harga All In Kpr,siap huni,Parung   ,2,1,1,83,39
Rumah,1820000000,2039000000,2345000000,2579000000,2708000000,2843000000,2986000000,2474285714.28571,Rumah Strategis Di Komplek Budi Agung Harga Nego Bisa Kpr,siap huni,Tanah Sareal   ,6,3,1,120,155
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Strategis di Nuasa Alam Cilebut Asri Dekat Mall   Square,siap huni,Sukaraja   ,2,2,1,87,80
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Strategis di Nuasa Alam Cilebut Asri Dekat Rs Hermina  ,siap huni,Sukaraja   ,2,2,1,87,80
Rumah,960000000,1076000000,1237000000,1361000000,1429000000,1500000000,1575000000,1305428571.42857,Rumah Strategis di Serpong Natura Dekat Mall Paradise Walk Harga All In Kpr,siap huni,Gunung Sindur   ,3,2,1,81,51
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Strategis Harga All In di Natura Serpong Dekat Mall Paradise Walk Siap Kpr,siap huni,Gunung Sindur   ,2,1,1,72,34
Rumah,780000000,874000000,1005000000,1106000000,1161000000,1219000000,1280000000,1060714285.71429,Rumah Strategis Harga All In di Perum Cibinong Griya Asri Dekat Citeureup Siap Kpr,siap huni,Cibinong   ,3,2,1,90,200
Rumah,1070000000,1199000000,1379000000,1516000000,1592000000,1672000000,1755000000,1454714285.71429,Rumah Strategis Harga All In Kpr Dekat Rs Permata Pamulang,siap huni,Gunung Sindur   ,3,2,1,81,51
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Strategis Ready Furnished di Vila Nusa Indah Harga Nego Bisa Kpr,siap huni,Gunung Putri   ,2,1,1,170,70
Rumah,1280000000,1434000000,1649000000,1814000000,1905000000,2000000000,2100000000,1740285714.28571,Rumah Strategis Siap Huni  Cepat Dekat Stasiun  ,siap huni,Tanah Sareal   ,2,2,1,153,120
Rumah,810000000,908000000,1044000000,1148000000,1205000000,1266000000,1329000000,1101428571.42857,Rumah Strategis Siap Huni Harga All In Kpr di Metland Cileungsi Bebas Banjir,siap huni,Cileungsi   ,2,1,1,90,45
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Strategis Siap Kpr 10 Menit Ke Mall Plaza Jambu Dua,siap huni,Tanah Sareal   ,4,2,2,129,164
Rumah,930000000,1042000000,1198000000,1318000000,1384000000,1453000000,1526000000,1264428571.42857,Rumah Strategis Siap Kpr Dekat Cisauk Di Natura City Harga All In,siap huni,Gunung Sindur   ,2,1,0,84,39
Rumah,1110000000,1244000000,1430000000,1573000000,1652000000,1734000000,1821000000,1509142857.14286,Rumah Strategis Siap Kpr Dekat Sentul City Harga All In Nego,siap huni,Cibinong   ,3,2,0,105,150
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Strategis Siap Kpr di Bukit Cimanggu City Bebas Banjir Harga All In,siap huni,Tanah Sareal   ,2,1,1,88,65
Rumah,710000000,796000000,915000000,1006000000,1057000000,1110000000,1165000000,965571428.571429,Rumah Strategis Siap Kpr di Cluster Fidelia Dekat Pamulang Square Harga All In,siap huni,Gunung Sindur   ,2,1,1,72,36
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi Bebas Banjir,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi Cileungsi,siap huni,Cileungsi   ,2,1,1,60,27
Rumah,178000000,200000000,230000000,253000000,265000000,279000000,292000000,242428571.428571,Rumah subsidi dengan pemandangan gunung,siap huni,Cileungsi   ,,,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi Double Dinding,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi Harga Terjangkau,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi Kualitas Baik,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,150000000,168000000,194000000,213000000,224000000,235000000,247000000,204428571.428571,Rumah Subsidi Mewah Ada Di Dekat Exit Tol Cigombong Bisa Kpr,siap huni,Cigombong   ,2,1,1,60,36
Rumah,150000000,168000000,194000000,213000000,224000000,235000000,247000000,204428571.428571,Rumah Subsidi Mewah Dekat Ciawi   Murah Bisa Kpr,siap huni,Ciawi   ,2,1,1,60,36
Rumah,140000000,157000000,181000000,199000000,209000000,219000000,230000000,190714285.714286,Rumah Subsidi Murah Serasa Cluster Di Cibodas Sukabumi,siap huni,Cibodas   ,2,1,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi SHM Baru di Cileungsi  ,siap huni,Cileungsi   ,2,1,1,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Subsidi Strategis. Cicilan FLAT. Akses mudah.,siap huni,Cibubur   ,2,1,1,60,30
Rumah,178000000,200000000,230000000,253000000,265000000,279000000,292000000,242428571.428571,Rumah Subsidi view Pegunungan. Cicilan FLAT. Akses mudah,siap huni,Cibubur   ,2,1,1,60,30
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Sudah Renovasi Plus Kitchen Set Di Sentul  ,siap huni,Sentul City   ,2,1,1,84,60
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Sudah Renovasi Unfurnished HGB di Sentul  ,siap huni,Sentul City   ,2,1,1,84,60
Rumah,930000000,1042000000,1198000000,1318000000,1384000000,1453000000,1526000000,1264428571.42857,Rumah Surat SHM Bebas banjir Dijual dekat akses tol cibubur,siap huni,Cikeas   ,2,1,1,125,48
Rumah,551000000,618000000,710000000,781000000,820000000,861000000,904000000,749285714.285714,Rumah Surat SHM Dicikeas 15 Menit Exit Toll Cimanggis,siap huni,Cikeas   ,2,1,1,70,36
Rumah,40000000,45000000,52000000,57000000,60000000,63000000,66000000,54714285.7142857,Rumah Take Over 40 Juta Di Zayn Regency Tajur Halang  ,take over kredit,Tajur Halang   ,2,1,,58,40
Rumah,35000000,40000000,46000000,50000000,53000000,55000000,58000000,48142857.1428571,Rumah Take Over KPR Tanpa BI Check St. Bojonggede Kab  ,take over kredit,Tajur Halang   ,2,1,1,64,40
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Taman Paman Pajajaran Katulampa   Timur,siap huni,Katulampa   ,5,2,0,210,245
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Taman Yang Nyaman Dan Murah di Bojong Gede  ,siap huni,Bojong Gede   ,3,2,1,375,90
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah Taman Yasmin sektor 7,siap huni,Cilendek   ,2,1,0,112,120
Rumah,3400000000,3808000000,4380000000,4818000000,5058000000,5311000000,5577000000,4621714285.71429,Rumah Tanah Luas Hanya Beberapa Menit Ke Gerbang Toll Sentul City,siap huni,Sentul City   ,3,4,2,400,150
Rumah,162000000,182000000,209000000,230000000,241000000,254000000,266000000,220571428.571429,Rumah Termurah Ada Bonusnya Dekat Jalan Besar,siap huni,Bojong Gede   ,2,1,0,42,36
Rumah,100000000,112000000,129000000,142000000,149000000,157000000,165000000,136285714.285714,Rumah Termurah Dijual di Citayam Pabuaran,siap huni,Bojong Gede   ,2,1,,30,30
Rumah,265000000,297000000,342000000,376000000,395000000,414000000,435000000,360571428.571429,Rumah Tinggal 1 Unit Lagi Tanah Luas Harga Cash Nego,siap huni,Cibinong   ,2,1,1,75,40
Rumah,400000000,448000000,516000000,567000000,596000000,625000000,657000000,544142857.142857,Rumah Tipe 50 142 Untuk Gaya Hidup Modern Anda 2178th,siap huni,Jonggol   ,2,1,2,142,50
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah Townhouse 2 Lantai Baru  Semi Furnished  di Sentul City,siap huni,Sentul City   ,4,3,3,200,220
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Townhouse Nego Harga All In Dekat Serpong Bebas Banjir Siap Kpr,siap huni,Gunung Sindur   ,2,2,1,104,60
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,RUMAH TUA MURAH 2 LANTAI DI KOTA WISATA CIBUBUR,siap huni,Cibubur   ,3,2,0,136,120
Rumah,150000000,168000000,194000000,213000000,224000000,235000000,247000000,204428571.428571,RUMAH TYPE 36/60 2 KAMAR DEKAT MNC LIDO BISA KPR,siap huni,Cigombong   ,2,1,1,60,36
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Rumah Unfurnished Ada Green Area Luas di Sentul City   ,siap huni,Sentul City   ,3,2,2,575,200
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Rumah Unfurnished Lingkungan Asri SHM di Sentul City   ,siap huni,Sentul City   ,2,1,1,150,63
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Rumah Unfurnished Lingkungan Sejuk Nan Asri di Sentul City   ,siap huni,Sentul City   ,3,2,2,575,200
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Rumah Unfurnished SHM Lingkungan Asri di Sentul City   ,siap huni,Sentul City   ,2,1,1,150,63
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Unik Modern Dekat Mall Ciputra Cibubur di Legenda Wisata,siap huni,Wanaherang   ,3,3,2,144,102
Rumah,1590000000,1781000000,2048000000,2253000000,2366000000,2484000000,2608000000,2161428571.42857,Rumah View Gunung Salak Jl Kemuning Kotabatu Ciomas  ,siap huni,Ciomas   ,5,2,0,339,350
Rumah,1590000000,1781000000,2048000000,2253000000,2366000000,2484000000,2608000000,2161428571.42857,Rumah View Gunung Salak Jl Kemuning Kotabatu Ciomas  ,siap huni,Ciomas   ,5,2,0,339,350
Rumah,1750000000,1960000000,2254000000,2480000000,2604000000,2734000000,2871000000,2379000000,Rumah View Gunung Tanah Hook di Rancamaya Golf Estate Kota  ,siap huni,Rancamaya   ,3,3,1,148,150
Rumah,8100000000,9072000000,10433000000,11477000000,12050000000,12653000000,13285000000,11010000000,Rumah View Lap Golf Sentul City Cluster Mediterania,siap huni,Sentul City   ,3,4,2,601,280
Rumah,8100000000,9072000000,10433000000,11477000000,12050000000,12653000000,13285000000,11010000000,Rumah View Lap Golf Sentul City Cluster Mediterania,siap huni,Sentul City   ,3,4,0,601,280
Rumah,8100000000,9072000000,10433000000,11477000000,12050000000,12653000000,13285000000,11010000000,Rumah View Lap Golf Sentul City Cluster Mediterania,siap huni,Sentul City   ,3,4,0,601,280
Rumah,8900000000,9968000000,11464000000,12610000000,13240000000,13902000000,14598000000,12097428571.4286,Rumah View Pegunungan Furnished SHM di Sentul City   ,siap huni,Sentul City   ,4,3,6,381,500
Rumah,3300000000,3696000000,4251000000,4676000000,4910000000,5155000000,5413000000,4485857142.85714,Rumah Vila Furnish (Ada Swimming Pool) 3 Lantai  Puncak  ,siap huni,Cipanas   ,6,7,6,397,293
Rumah,15000000000,16800000000,19320000000,21252000000,22315000000,23431000000,24602000000,20388571428.5714,Rumah villa ..cantik...view bagus .pool..harga  jauh dibawah njop...silahkan survey..baru di renovasi,siap huni,Cisarua   ,3,3,,5315,150
Rumah,398000000,446000000,513000000,564000000,593000000,622000000,653000000,541285714.285714,Rumah villa industrialis modern  cluster one gate  baru   SHM. Asri eksklusif  akses bisa 2 mobil. Lokasi Ciomas   ,siap huni,Ciomas   ,2,1,1,38,63
Rumah,4600000000,5152000000,5925000000,6518000000,6844000000,7186000000,7545000000,6252857142.85714,Rumah Villa Kayu Depan Green Area Sentul City  ,siap huni,Sentul City   ,1,1,2,740,100
Rumah,749000000,839000000,965000000,1062000000,1115000000,1170000000,1229000000,1018428571.42857,Rumah villa kayu vintage baru di Puncak    jaminan kualitas kayu 20tahun. Sudah SHM  IMB. Fasilitas kolam renang dan kolam ikan pribadi tiap. Cluster one gate system. Lokasi dekat jalan alternatif ke Taman Safari  .Tersedia taman dan sungai kecil,siap huni,Cisarua   ,2,1,1,84,55
Rumah,4900000000,5488000000,6312000000,6943000000,7290000000,7654000000,8037000000,6660571428.57143,Rumah villa siap huni kolam renang view gunung Sentul city,siap huni,Sentul City   ,4,4,4,481,300
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Rumah With Best Swimming Pool In Sentul City   ,siap huni,Sentul City   ,3,2,1,126,70
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Rumah With Best View Mountain di Sentul City   ,siap huni,Sentul City   ,3,2,1,126,70
Rumah,11500000000,12880000000,14812000000,16294000000,17108000000,17964000000,18862000000,15631428571.4286,Rumaj Mewah lengkap dengan Lift dan Kolam Renang Cantik,siap huni,Sentul City   ,4,5,3,518,550
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumh di Villa   Indah Dekat Pusat Belanja Harga All In Kpr,siap huni,Tanah Sareal   ,2,1,1,78,54
Rumah,720000000,807000000,928000000,1021000000,1072000000,1125000000,1181000000,979142857.142857,Runah dijual Centul City   Dkt Cbd akses tol Jagorawi,siap huni,Babakan Madang   ,1,,0,60,38
Rumah,556000000,623000000,717000000,788000000,828000000,869000000,912000000,756142857.142857,Scandinavian Housing View Taman Bebas Banjir di Cibubur SBY,siap huni,Gunung Putri   ,2,1,1,70,36
